"year","going_out","age","butterfinger","x100_grand_bar","anonymous_brown_globs_that_come_in_black_and_orange_wrappers","any_full_sized_candy_bar","black_jacks","bonkers","bottle_caps","box_o_raisins","brach_products_not_including_candy_corn","bubble_gum","cadbury_creme_eggs","candy_corn","vials_of_pure_high_fructose_corn_syrup_for_main_lining_into_your_vein","candy_that_is_clearly_just_the_stuff_given_out_for_free_at_restaurants","cash_or_other_forms_of_legal_tender","chiclets","caramellos","snickers","dark_chocolate_hershey","dental_paraphenalia","dots","fuzzy_peaches","generic_brand_acetaminophen","glow_sticks","broken_glow_stick","goo_goo_clusters","good_n_plenty","gum_from_baseball_cards","gummy_bears_straight_up","creepy_religious_comics_chick_tracts","healthy_fruit","heath_bar","hershey_s_kissables","hershey_s_milk_chocolate","hugs_actual_physical_hugs","jolly_rancher_bad_flavor","jolly_ranchers_good_flavor","kale_smoothie","kinder_happy_hippo","kit_kat","hard_candy","lapel_pins","lemon_heads","licorice","licorice_not_black","lindt_truffle","lollipops","mars","mary_janes","maynards","milk_duds","laffy_taffy","minibags_of_chips","joy_joy_mit_iodine","reggie_jackson_bar","pixy_stix","nerds","nestle_crunch","nown_laters","pencils","milky_way","reese_s_peanut_butter_cups","tolberone_something_or_other","runts","junior_mints","senior_mints","mint_kisses","mint_juleps","mint_leaves","peanut_m_m_s","regular_m_ms","mint_m_ms","ribbon_candy","rolos","skittles","smarties_american","smarties_commonwealth","chick_o_sticks_we_don_t_know_what_that_is","spotted_dick","starburst","swedish_fish","sweetums","those_odd_marshmallow_circus_peanut_things","three_musketeers","peterson_brand_sidewalk_chalk","peanut_butter_bars","peanut_butter_jars","trail_mix","twix","vicodin","white_bread","whole_wheat_anything","york_peppermint_patties"
2015,"No","47",NA,NA,"DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY"
2015,"No","46","JOY","JOY","DESPAIR","JOY",NA,NA,NA,"DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR",NA,"JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR",NA,NA,"JOY","DESPAIR","DESPAIR","DESPAIR","JOY",NA,"JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY",NA,"JOY",NA,"JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR",NA,"JOY","JOY","DESPAIR","DESPAIR","JOY"
2015,"No","33","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY"
2015,"Yes","42","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR",NA,"JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY"
2015,"No","31","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR"
2015,"Yes","42","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR",NA,"JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY"
2015,"No","33","JOY","JOY","DESPAIR","JOY",NA,NA,"JOY","DESPAIR","JOY","DESPAIR",NA,"JOY",NA,"DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",NA,"JOY","DESPAIR","JOY","DESPAIR",NA,NA,"JOY","JOY","DESPAIR","DESPAIR","JOY",NA,NA,NA,"JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY",NA,NA,"JOY","JOY",NA,NA,NA,"JOY","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY",NA,"JOY",NA,"JOY","JOY",NA,"DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY"
2015,"No","37","JOY","JOY",NA,"DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY",NA,"JOY","JOY","DESPAIR","JOY","DESPAIR",NA,"DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY",NA,NA,"DESPAIR","DESPAIR",NA,NA,"JOY","JOY",NA,"JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",NA,NA,"DESPAIR",NA,"JOY","DESPAIR","JOY","DESPAIR",NA,"JOY",NA,NA,"DESPAIR","JOY","JOY","JOY",NA,NA,"JOY",NA,"JOY",NA,NA,"DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",NA,"DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY",NA,NA,"JOY",NA,NA,"DESPAIR","DESPAIR"
2015,"No","27","JOY","JOY","JOY","JOY",NA,NA,"DESPAIR","DESPAIR",NA,"DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY",NA,NA,"DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY",NA,NA,NA,NA,"JOY",NA,"DESPAIR",NA,NA,"DESPAIR","DESPAIR",NA,NA,"DESPAIR","JOY","JOY","JOY","DESPAIR","JOY",NA,NA,"JOY","DESPAIR","JOY","DESPAIR","JOY",NA,"DESPAIR","JOY","DESPAIR",NA,"JOY",NA,"JOY","JOY",NA,NA,NA,NA,NA,NA,"DESPAIR","JOY",NA,"DESPAIR",NA,"JOY"
2015,"Yes","3","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR"
2015,"No","35","JOY","JOY","DESPAIR","JOY","DESPAIR",NA,NA,"DESPAIR",NA,"DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR",NA,"DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY",NA,"DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY",NA,"DESPAIR","DESPAIR","DESPAIR","JOY","JOY",NA,"JOY",NA,NA,"JOY","DESPAIR",NA,"DESPAIR",NA,NA,"JOY","JOY","DESPAIR","DESPAIR","JOY","JOY",NA,NA,"JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR",NA,NA,"DESPAIR","JOY","DESPAIR","DESPAIR",NA,"JOY",NA,"DESPAIR","JOY","DESPAIR","JOY",NA,NA,"JOY","JOY","DESPAIR","DESPAIR","JOY"
2015,"No","36","JOY","DESPAIR","DESPAIR","JOY",NA,NA,"JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR",NA,"JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR",NA
2015,"No","71","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR",NA,"JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY"
2015,"No","28","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY"
2015,"No","32","JOY","JOY","DESPAIR","JOY",NA,NA,"JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY",NA,"DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR",NA,"DESPAIR",NA,NA,"DESPAIR","DESPAIR","JOY","JOY",NA,"JOY","DESPAIR",NA,NA,NA,"JOY","JOY",NA,NA,NA,NA,"JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY",NA,"JOY","JOY","DESPAIR","JOY","JOY","JOY",NA,"JOY","JOY","JOY",NA,NA,"DESPAIR","JOY","JOY",NA,"DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY"
2015,"No","38","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY"
2015,"No","53","JOY","JOY",NA,"JOY","JOY","JOY","JOY",NA,NA,NA,"JOY","JOY","DESPAIR",NA,"JOY",NA,"JOY","JOY","JOY",NA,NA,NA,NA,NA,"DESPAIR","JOY","JOY",NA,NA,NA,NA,"JOY","JOY","JOY","JOY",NA,"JOY",NA,NA,"JOY",NA,NA,"JOY",NA,NA,"JOY",NA,"JOY","JOY",NA,"JOY","JOY",NA,NA,"JOY","JOY","JOY","JOY","JOY",NA,"JOY","JOY","JOY","JOY","JOY",NA,"JOY",NA,NA,"JOY","JOY","JOY","JOY","JOY","JOY","JOY",NA,"JOY",NA,"JOY","JOY","JOY",NA,"JOY",NA,"JOY","JOY","JOY","JOY","JOY",NA,NA,"JOY"
2015,"Yes","37","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY"
2015,"No",NA,"DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY"
2015,"No",NA,"DESPAIR","JOY","DESPAIR","JOY",NA,NA,"JOY","DESPAIR",NA,NA,"DESPAIR",NA,NA,NA,"DESPAIR",NA,"JOY","JOY","JOY",NA,"JOY",NA,NA,"JOY",NA,NA,NA,NA,NA,"DESPAIR","DESPAIR","JOY",NA,"DESPAIR","JOY","JOY","JOY","DESPAIR",NA,"JOY",NA,NA,"JOY","JOY","JOY","JOY","JOY","JOY","JOY",NA,"DESPAIR","JOY",NA,NA,NA,"JOY","JOY","JOY",NA,NA,NA,"JOY",NA,NA,NA,NA,NA,"JOY",NA,"JOY","JOY",NA,NA,NA,"JOY",NA,NA,NA,NA,"JOY","JOY",NA,"JOY","JOY",NA,NA,NA,"DESPAIR","JOY","JOY",NA,NA,NA
2015,"No","27",NA,NA,"DESPAIR","JOY",NA,NA,"JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR",NA,"JOY",NA,"DESPAIR","DESPAIR","JOY",NA,"JOY","DESPAIR",NA,NA,"DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR",NA,"JOY",NA,"JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY",NA,NA,"JOY",NA,"JOY",NA,NA,NA,"JOY","JOY",NA,"DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR",NA,NA,"JOY","JOY","JOY","DESPAIR",NA,"JOY","JOY",NA,"JOY",NA,NA,"JOY",NA,NA,"JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY",NA
2015,"No","37","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR"
2015,"No","49","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR",NA,"JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY"
2015,"No","67","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY"
2015,"No","38","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY"
